session_id,timestamp,user_id,surface,device,country,position,item_id,artist_id,style,price,margin,freshness,availability,logging_policy_score,popularity_score_pre,retrieval_similarity_pre,affinity_score,examined,clicked,dwell_seconds,saved,add_to_cart,purchased_immediate,not_interested,not_interested_reason,segment,budget_mean,price_sensitivity,novelty_preference,repeat_tolerance,activity_level,conversion_propensity,save_propensity,preferred_styles,preferred_style_count,tag_count,has_blue_tag,has_nature_tag,hour,day_of_week,is_weekend,top_3_position,top_5_position,dwell_log1p,price_gap_ratio,price_above_budget,margin_to_price,user_item_seen_before,user_artist_seen_before,user_style_seen_before,user_item_not_interested_before,user_artist_not_interested_before,user_style_not_interested_before,session_rank_inverse
session_000035,2026-01-01 08:04:00,user_0056,home_feed,ios,GB,9,item_0030,artist_030,surrealism,129.48,41.29,0.7296,1,0.188,0.1046,0.5337,1.3032,1,0,0,0,0,0,0,none,trend_seeker,378.25425177172696,0.7203504567497274,0.7576859473575235,0.34445228808397454,0.7543919309040223,0.34512132248860417,0.4636403398391884,modern|portrait,2,2,1,0,8,3,0,0,0,0.0,-0.6576905629123239,0,0.3188909484090207,0,0,0,0,0,0,0.1
session_000035,2026-01-01 08:04:00,user_0056,home_feed,ios,GB,10,item_0094,artist_018,surrealism,232.27,85.28,0.5147,1,0.157,0.1647,0.4813,1.2848,0,0,0,0,0,0,0,none,trend_seeker,378.25425177172696,0.7203504567497274,0.7576859473575235,0.34445228808397454,0.7543919309040223,0.34512132248860417,0.4636403398391884,modern|portrait,2,4,0,1,8,3,0,0,0,0.0,-0.38594213042667164,0,0.3671589098893529,0,0,0,0,0,0,0.09090909090909091
session_000035,2026-01-01 08:04:00,user_0056,home_feed,ios,GB,11,item_0024,artist_024,contemporary,368.68,176.64,0.927,1,0.1312,0.0372,0.256,1.2621,1,0,0,0,0,0,0,none,trend_seeker,378.25425177172696,0.7203504567497274,0.7576859473575235,0.34445228808397454,0.7543919309040223,0.34512132248860417,0.4636403398391884,modern|portrait,2,3,0,0,8,3,0,0,0,0.0,-0.025311683151958128,0,0.4791146793967668,0,0,0,0,0,0,0.08333333333333333
session_000035,2026-01-01 08:04:00,user_0056,home_feed,ios,GB,12,item_0115,artist_007,minimalist,291.43,147.21,0.3868,1,0.1096,0.1263,0.4483,1.2953,0,0,0,0,0,0,0,none,trend_seeker,378.25425177172696,0.7203504567497274,0.7576859473575235,0.34445228808397454,0.7543919309040223,0.34512132248860417,0.4636403398391884,modern|portrait,2,2,0,0,8,3,0,0,0,0.0,-0.22953939411135715,0,0.5051298768143293,0,0,0,0,0,0,0.07692307692307693
session_000035,2026-01-01 08:04:00,user_0056,home_feed,ios,GB,13,item_0101,artist_014,minimalist,25.31,13.63,0.3168,1,0.1,0.1647,0.5483,1.258,1,0,0,0,0,0,0,none,trend_seeker,378.25425177172696,0.7203504567497274,0.7576859473575235,0.34445228808397454,0.7543919309040223,0.34512132248860417,0.4636403398391884,modern|portrait,2,2,1,0,8,3,0,0,0,0.0,-0.9330873350889011,0,0.5385223231924141,0,0,0,0,0,0,0.07142857142857142
session_000035,2026-01-01 08:04:00,user_0056,home_feed,ios,GB,14,item_0058,artist_029,surrealism,450.24,240.0,0.6746,1,0.1,0.2565,0.492,1.1067,0,0,0,0,0,0,0,none,trend_seeker,378.25425177172696,0.7203504567497274,0.7576859473575235,0.34445228808397454,0.7543919309040223,0.34512132248860417,0.4636403398391884,modern|portrait,2,4,0,0,8,3,0,0,0,0.0,0.19031048003054782,1,0.5330490405117271,0,0,0,0,0,0,0.06666666666666667
session_000035,2026-01-01 08:04:00,user_0056,home_feed,ios,GB,15,item_0131,artist_034,portrait,379.1,157.96,0.6595,1,0.1,0.0878,0.1344,1.1226,0,0,0,0,0,0,0,none,trend_seeker,378.25425177172696,0.7203504567497274,0.7576859473575235,0.34445228808397454,0.7543919309040223,0.34512132248860417,0.4636403398391884,modern|portrait,2,4,0,0,8,3,0,0,0,0.0,0.0022359252389407853,1,0.4166710630440517,0,0,0,0,0,0,0.0625
session_000035,2026-01-01 08:04:00,user_0056,home_feed,ios,GB,17,item_0021,artist_021,surrealism,304.48,139.33,0.2305,1,0.1,0.1888,0.7847,1.1024,0,0,0,0,0,0,0,none,trend_seeker,378.25425177172696,0.7203504567497274,0.7576859473575235,0.34445228808397454,0.7543919309040223,0.34512132248860417,0.4636403398391884,modern|portrait,2,3,0,1,8,3,0,0,0,0.0,-0.19503879051239068,0,0.4575998423541776,0,0,0,0,0,0,0.05555555555555555
session_000035,2026-01-01 08:04:00,user_0056,home_feed,ios,GB,18,item_0108,artist_017,contemporary,627.58,318.66,0.4065,1,0.1,0.0703,0.5171,1.1131,1,0,0,0,0,0,0,none,trend_seeker,378.25425177172696,0.7203504567497274,0.7576859473575235,0.34445228808397454,0.7543919309040223,0.34512132248860417,0.4636403398391884,modern|portrait,2,4,0,0,8,3,0,0,0,0.0,0.6591485675585715,1,0.5077599668568151,0,0,0,0,0,0,0.05263157894736842
session_000035,2026-01-01 08:04:00,user_0056,home_feed,ios,GB,16,item_0159,artist_000,surrealism,89.04,36.56,0.4046,1,0.1,0.1742,0.464,1.1052,1,1,5,0,0,0,0,none,trend_seeker,378.25425177172696,0.7203504567497274,0.7576859473575235,0.34445228808397454,0.7543919309040223,0.34512132248860417,0.4636403398391884,modern|portrait,2,3,1,0,8,3,0,0,0,1.791759469228055,-0.764602778202914,0,0.4106019766397125,0,0,0,0,0,0,0.058823529411764705
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,19,item_0110,artist_028,minimalist,84.65,32.25,0.1941,1,0.1,0.1342,0.7065,1.3115,0,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,4,0,0,8,3,0,0,0,0.0,-0.8306281673721475,0,0.3809805079740106,0,0,0,0,0,0,0.05
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,17,item_0071,artist_024,minimalist,272.55,96.36,0.6565,1,0.1,0.0747,0.3018,1.3181,0,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,3,0,0,8,3,0,0,0,0.0,-0.454668718455745,0,0.3535498073747936,0,0,0,0,0,0,0.05555555555555555
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,0,item_0035,artist_035,surrealism,53.02,27.6,0.7974,1,0.95,0.1617,0.851,2.3484,1,1,21,0,1,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,4,1,0,8,3,0,1,1,3.091042453358316,-0.8939150080811726,0,0.5205582798943795,0,0,0,0,0,0,1.0
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,1,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.7935,0.0513,0.6288,2.1732,1,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,4,0,0,8,3,0,1,1,0.0,-0.7744443391359975,0,0.26647742393329193,0,0,0,0,0,0,0.5
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,2,item_0024,artist_024,contemporary,368.68,176.64,0.927,1,0.6628,0.0372,0.6197,1.8899,0,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,3,0,0,8,3,0,1,1,0.0,-0.2623271440846233,0,0.4791146793967668,0,0,0,0,0,0,0.3333333333333333
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,3,item_0140,artist_029,abstract,508.51,141.11,0.6135,1,0.5536,0.1479,0.7035,1.8774,0,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,4,0,0,8,3,0,0,1,0.0,0.017451513403298723,1,0.27749700104226077,0,0,0,0,0,0,0.25
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,4,item_0137,artist_029,abstract,90.05,36.81,0.452,1,0.4624,0.1675,0.6573,1.8123,0,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,3,0,0,8,3,0,0,1,0.0,-0.8198235850190417,0,0.40877290394225435,0,0,0,0,0,0,0.2
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,5,item_0060,artist_030,surrealism,263.27,90.01,0.3201,1,0.3862,0.2378,0.6916,1.7578,1,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,4,0,1,8,3,0,0,0,0.0,-0.47323659331441575,0,0.34189235385725686,0,0,0,0,0,0,0.16666666666666666
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,6,item_0143,artist_007,contemporary,280.53,134.12,0.1662,1,0.3226,0.0552,0.8276,1.8141,0,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,4,1,0,8,3,0,0,0,0.0,-0.4387019467561555,0,0.47809503439917306,0,0,0,0,0,0,0.14285714285714285
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,7,item_0070,artist_004,contemporary,401.31,219.67,0.8273,1,0.2695,0.1063,0.6765,1.6649,0,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,2,0,0,8,3,0,0,0,0.0,-0.1970394547916898,0,0.547382322892527,0,0,0,0,0,0,0.125
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,8,item_0027,artist_027,contemporary,65.46,20.17,0.546,1,0.2251,0.2525,0.5191,1.6447,1,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,3,0,0,8,3,0,0,0,0.0,-0.8690244516973512,0,0.30812710051940123,0,0,0,0,0,0,0.1111111111111111
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,9,item_0013,artist_013,contemporary,124.14,30.97,0.7041,1,0.188,0.1534,0.6727,1.6038,0,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,3,0,0,8,3,0,0,0,0.0,-0.751614656793602,0,0.24947639761559529,0,0,0,0,0,0,0.1
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,10,item_0106,artist_002,portrait,214.23,89.24,0.7401,1,0.157,0.1639,0.6861,1.44,0,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,4,0,0,8,3,0,0,0,0.0,-0.5713582078692875,0,0.4165616393595668,0,0,0,0,0,0,0.09090909090909091
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,11,item_0084,artist_005,impressionism,234.25,88.9,0.6564,1,0.1312,0.1119,0.2727,1.4418,1,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,4,0,0,8,3,0,0,0,0.0,-0.5313012192194396,0,0.37950907150480256,0,0,0,0,0,0,0.08333333333333333
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,12,item_0131,artist_034,portrait,379.1,157.96,0.6595,1,0.1096,0.1164,0.2891,1.4124,1,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,4,0,0,8,3,0,0,0,0.0,-0.241478301840297,0,0.4166710630440517,0,0,0,0,0,0,0.07692307692307693
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,13,item_0134,artist_015,minimalist,374.79,172.83,0.4434,1,0.1,0.1817,0.662,1.4122,0,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,4,1,1,8,3,0,0,0,0.0,-0.2501019592369425,0,0.46113823741295124,0,0,0,0,0,0,0.07142857142857142
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,14,item_0051,artist_028,surrealism,352.89,153.61,0.6109,1,0.1,0.1345,0.432,1.3696,0,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,4,1,1,8,3,0,0,0,0.0,-0.2939205432245382,0,0.43529145059366947,0,0,0,0,0,0,0.06666666666666667
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,15,item_0049,artist_002,abstract,132.12,42.77,0.2859,1,0.1,0.224,0.4232,1.3398,1,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,2,0,0,8,3,0,0,0,0.0,-0.7356478850940122,0,0.3237208598244021,0,0,0,0,0,0,0.0625
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,16,item_0040,artist_037,minimalist,183.14,61.54,0.5886,1,0.1,0.0813,0.4922,1.3268,0,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,3,0,0,8,3,0,0,0,0.0,-0.6335645903430018,0,0.3360270831058207,0,0,0,0,0,0,0.058823529411764705
session_000028,2026-01-01 08:12:00,user_0040,home_feed,android,DE,18,item_0068,artist_030,portrait,120.36,58.83,0.3133,1,0.1,0.0212,0.708,1.3722,1,0,0,0,0,0,0,none,loyal_collector,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,1,3,0,1,8,3,0,0,0,0.0,-0.7591778644407758,0,0.48878364905284144,0,0,0,0,0,0,0.05263157894736842
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,0,item_0113,artist_033,minimalist,333.79,183.21,0.2839,1,0.95,0.1317,0.7677,1.5345,1,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,3,1,0,8,3,0,1,1,0.0,-0.23637816267475606,0,0.5488780370891878,0,0,0,0,0,0,1.0
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,6,item_0024,artist_024,contemporary,368.68,176.64,0.927,1,0.3226,0.0372,0.2636,0.9088,1,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,3,0,0,8,3,0,0,0,0.0,-0.1565592169176101,0,0.4791146793967668,0,0,0,0,0,0,0.14285714285714285
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,2,item_0006,artist_006,surrealism,230.86,96.83,0.5606,1,0.6628,0.079,0.3552,1.2926,1,0,0,0,0,0,1,already_seen,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,2,0,1,8,3,0,1,1,0.0,-0.47185434744927707,0,0.4194316902018539,0,0,0,0,0,0,0.3333333333333333
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,19,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.1,0.0513,-0.1154,0.7948,1,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,4,0,0,8,3,0,0,0,0.0,-0.74210404828882,0,0.26647742393329193,0,0,0,0,0,0,0.05
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,18,item_0127,artist_033,abstract,309.31,84.63,0.8495,1,0.1,0.1029,0.3345,0.7562,0,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,3,0,0,8,3,0,0,0,0.0,-0.2923818253900021,0,0.2736090006789305,0,0,0,0,0,0,0.05263157894736842
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,17,item_0058,artist_029,surrealism,450.24,240.0,0.6746,1,0.1,0.194,0.2509,0.753,0,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,4,0,0,8,3,0,0,0,0.0,0.03002814954707395,1,0.5330490405117271,0,0,0,0,0,0,0.05555555555555555
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,16,item_0055,artist_038,modern,206.01,97.96,0.3954,1,0.1,0.106,0.2762,0.8302,0,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,4,0,1,8,3,0,0,0,0.0,-0.528704470752948,0,0.47551089752924613,0,0,0,0,0,0,0.058823529411764705
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,1,item_0126,artist_023,minimalist,190.44,80.14,0.2385,1,0.7935,0.0056,0.5141,1.4299,1,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,2,0,0,8,3,0,1,1,0.0,-0.5643244474063949,0,0.4208149548414199,0,0,0,0,0,0,0.5
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,14,item_0115,artist_007,minimalist,291.43,147.21,0.3868,1,0.1,0.1263,0.2434,0.8304,1,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,2,0,0,8,3,0,0,0,0.0,-0.3332864613928044,0,0.5051298768143293,0,0,0,0,0,0,0.06666666666666667
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,13,item_0027,artist_027,contemporary,65.46,20.17,0.546,1,0.1,0.2653,0.05,0.7527,1,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,3,0,0,8,3,0,0,0,0.0,-0.8502451077883986,0,0.30812710051940123,0,0,0,0,0,0,0.07142857142857142
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,12,item_0084,artist_005,impressionism,234.25,88.9,0.6564,1,0.1096,0.1222,-0.024,0.7909,1,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,4,0,0,8,3,0,0,0,0.0,-0.46409893827424914,0,0.37950907150480256,0,0,0,0,0,0,0.07692307692307693
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,15,item_0094,artist_018,surrealism,232.27,85.28,0.5147,1,0.1,0.1647,0.2206,0.7945,0,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,4,0,1,8,3,0,0,0,0.0,-0.46862864628798223,0,0.3671589098893529,0,0,0,0,0,0,0.0625
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,10,item_0049,artist_002,abstract,132.12,42.77,0.2859,1,0.157,0.224,0.214,0.8102,0,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,2,0,0,8,3,0,0,0,0.0,-0.6977449379927163,0,0.3237208598244021,0,0,0,0,0,0,0.09090909090909091
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,9,item_0030,artist_030,surrealism,129.48,41.29,0.7296,1,0.188,0.1046,0.356,0.789,0,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,2,1,0,8,3,0,0,0,0.0,-0.7037845486776939,0,0.3188909484090207,0,0,0,0,0,0,0.1
session_000019,2026-01-01 08:25:00,user_0026,home_feed,web,DE,8,item_0025,artist_025,minimalist,299.13,127.09,0.7512,1,0.2251,0.0122,0.4021,0.826,0,0,0,0,0,0,0,none,trend_seeker,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,3,3,0,0,8,3,0,0,0,0.0,-0.31567093022828663,0,0.42486544311837665,0,0,0,0,0,0,0.1111111111111111
