user_id,segment,country,device_pref,budget_mean,price_sensitivity,novelty_preference,repeat_tolerance,activity_level,conversion_propensity,save_propensity,preferred_styles,taste_vector
user_0010,casual_browser,US,ios,175.54353142483444,1.0984830412950743,0.3025318329772679,0.5287084603742452,0.6237893368511106,0.07434541453186318,0.27707009033954577,contemporary|portrait,"[0.11201294326814117, 0.1549213224335552, -0.30408680508816316, 0.10385693710614835, 0.13105328267745264, -0.3194366815277086, 0.8343188006341504, 0.21188397199913683]"
user_0011,budget_buyer,DE,ios,162.79319905562414,1.4915036198995029,0.3027183249036024,0.5213001891877908,0.7680301115735976,0.17882745334096353,0.4576135333271695,surrealism|modern,"[0.1614711702172711, 0.3215725518338394, 0.7419853064484206, -0.09599064216087322, -0.2948456494759614, -0.3479592357688505, -0.31912773287831653, -0.030160558379584815]"
user_0012,trend_seeker,DE,web,354.7357067173044,0.5727729162971203,0.7753485047932979,0.48563987943234727,0.8821140616195305,0.15034089770304096,0.3638544740680945,landscape|modern,"[0.3446923492925475, -0.4722248218488743, -0.5899755713879611, 0.2658034670869307, -0.1231100084231243, 0.3933568030740183, 0.2607158407268304, -0.04012286894912063]"
user_0013,loyal_collector,US,ios,1137.1054617078532,0.24334959480643636,0.2562174960084877,0.801503526720866,0.8270678926368313,0.5912038149044839,0.7882185192523776,impressionism|minimalist|modern,"[0.19565143822877418, -0.44879361191453393, 0.07805653119327054, 0.029556464568061484, -0.5803625644415644, 0.18167260371562072, 0.2847478595375068, 0.549937647639532]"
user_0014,budget_buyer,NL,ios,131.79886695640863,1.4622811209079483,0.45146585666735084,0.3332734807408252,0.652939028556177,0.07098273030482788,0.2022454507368453,minimalist|modern,"[0.2759946463248604, 0.5489844924200442, 0.46120819032165244, 0.31491239503169377, -0.1524156069190371, 0.36692051743364446, -0.37361914020650133, -0.11448897185380605]"
user_0015,trend_seeker,GB,android,376.69496089434557,1.1215916133987989,0.8833919022318011,0.1974857413342393,0.8779681472154142,0.19705708281852896,0.4181946667836979,landscape,"[0.5508921277969235, 0.03251879065307825, -0.5452231860554194, -0.36186690517702613, 0.3438035214813723, -0.36948712727560334, 0.10950481438443868, 0.023054459882889507]"
user_0016,budget_buyer,NL,web,216.20453401054112,1.5107472566441433,0.09391160456649547,0.6117861947054777,0.868323429551895,0.2825972208440918,0.11845040272367892,contemporary|surrealism,"[-0.40386335738021656, -0.05846893616477326, 0.2573381970125772, 0.4411831544981052, -0.6116631569334275, -0.1704596303961942, -0.24202900774153532, -0.33293228119640655]"
user_0017,trend_seeker,FR,web,334.7563903498924,0.762114777291026,0.695221681803515,0.5632411303931636,0.6354787933059051,0.21479644106424128,0.36045924618288727,surrealism,"[-0.12714008684506, 0.3326391151682794, -0.18580509377170606, 0.1165288520570958, 0.20338725906499663, -0.24337407724780416, -0.015628926924501508, -0.8510243995536884]"
user_0018,budget_buyer,US,ios,152.6175781871257,1.392202960470736,0.2313517345251248,0.5862130674521047,0.7879025224218028,0.10097476009385209,0.4106426699725013,minimalist,"[0.5420923327649139, -0.5400570932429204, 0.43748965347289337, 0.0038488633359937204, -0.36916545828743236, 0.17380655857742497, 0.07487041878283632, -0.2257538314018924]"
user_0019,explorer,FR,web,412.2161782467871,0.9535523228947571,0.8807090404739345,0.33995998754332507,0.9960949281314914,0.2850289695071168,0.47037030735388896,minimalist|modern|surrealism,"[-0.8495187195492152, -0.06605454919231891, 0.2560266398180455, 0.12228335822825051, -0.270989296112244, -0.09057161654125466, -0.21454645782345624, -0.2564825177377528]"
user_0020,budget_buyer,NL,android,170.51615179387642,1.4196711021349158,0.19823187967727796,0.629877685198719,0.6738124523482045,0.2650807708800511,0.3444383045723463,landscape|contemporary,"[-0.4182459981348412, -0.28262350823172727, 0.37702586343302286, 0.3079450630397641, -0.0105453083733529, 0.05919421455377553, 0.6446097052218697, -0.2984606212725619]"
user_0021,loyal_collector,US,web,1370.7871370292287,0.2990973927750447,0.22858113872122676,0.8658110873500068,0.8687494040944403,0.5999295853641724,0.5302676407411424,contemporary,"[0.016029765061584524, 0.5204545960705668, -0.2367901692258006, 0.24739809802964785, -0.09932290589438084, 0.0740256262611474, 0.4542134462500235, -0.624451733644063]"
user_0022,casual_browser,FR,android,275.80821589222654,0.9154413170794038,0.3177779604433569,0.47436872114919126,0.4867449856663084,0.09944454597030963,0.1623169355505342,portrait|minimalist|abstract,"[-0.007039388355340419, -0.5157376603099889, 0.04357210923243985, -0.3892294179279782, 0.5604943099939106, -0.0845279023178591, -0.4744919683826218, -0.184731094434672]"
user_0023,explorer,GB,web,326.4052249531087,0.8971475688145967,0.8497470635362191,0.24814868640076101,0.9067012041619792,0.24581748482704716,0.35382152451581417,minimalist|surrealism,"[0.0836120120791862, -0.5217723686188716, -0.5071360046213643, -0.25886913648676924, -0.0769090741002588, 0.11202591746545573, 0.5315989447675192, 0.3090310973214218]"
user_0024,loyal_collector,DE,ios,921.9771221734871,0.33404853242168003,0.35245101742589424,0.799799829124545,0.9676715411692562,0.6267416660868166,0.6522545966009246,minimalist|portrait|modern,"[0.278404431506278, 0.8216504665397135, -0.05830270632683758, 0.21534432320927963, 0.36996329117668986, -0.21508098027242228, 0.12012854287549594, 0.006750368173890944]"
user_0025,trend_seeker,GB,web,390.85256006091436,0.6861301007669454,0.8350393786476207,0.43417559757771595,1.131425625882383,0.326033907054884,0.30384770754700774,impressionism|landscape,"[-0.21784794737856755, 0.24764952592061512, 0.052050311423477526, 0.6216792718668394, -0.22947374938092444, -0.23839481420848657, -0.17016598970138375, -0.6029683892467252]"
user_0026,trend_seeker,DE,web,437.11426740908047,0.9856724467960193,0.6605572341205632,0.3400624977046227,0.8507865549577275,0.2537584475011794,0.31399476228166046,impressionism|minimalist|abstract,"[-0.2538523057391072, 0.1389946312172121, -0.3730395934123996, 0.5174893569808544, 0.33325768564860925, -0.1325683171498958, -0.48405615371164623, 0.3825445363025543]"
user_0027,explorer,US,web,448.6025298613733,0.9498471017969388,0.8751513463443445,0.40511519755225234,0.9673511951439288,0.3143437747251061,0.4254014785128087,landscape|contemporary|impressionism,"[0.2553035139867584, -0.43761303175892163, -0.05836073981506186, 0.049308663127814234, 0.2108662701004738, 0.2916878842655008, -0.46098596646139567, -0.628826814140472]"
user_0028,explorer,FR,ios,429.96608138221495,0.6361890770365328,0.8316741487334225,0.04607678222398992,0.9095889748333162,0.27740338046367696,0.5401885641676822,modern,"[0.5942619707519979, 0.5061911239976176, -0.07179428581991168, 0.2801738441991114, 0.1861083439879601, 0.3946749996893127, -0.27825689420117145, 0.19783802168783232]"
user_0029,loyal_collector,GB,ios,879.9479911096226,0.254329574924272,0.41696725488300385,0.7866598246096849,0.6090180320508967,0.5088906466130646,0.3952629182488838,minimalist|contemporary,"[0.021487990892999353, 0.47230959877563905, -0.40023882110894166, -0.4939925071211871, -0.01610921094921083, 0.1113815956045529, -0.009481699592260057, -0.5995722878963236]"
user_0030,explorer,FR,ios,292.93980904548954,0.7203183161116727,1.0,0.25352635519717287,0.8450411738011121,0.23711839285873776,0.4110137560247336,contemporary,"[-0.030823912643703804, 0.46971358443664507, -0.4847538472108047, 0.24787666763885247, -0.26076659075251907, -0.3899137668289484, -0.05263468379394727, -0.5091046345521979]"
user_0031,explorer,FR,web,456.1843127327846,1.1467451570251925,0.9250963960443621,0.30765569630557665,0.9966875231815304,0.466310464676419,0.5095659929147661,impressionism,"[-0.072524545073385, 0.2015759661689325, 0.24862199224152765, -0.17411605249154427, -0.18898959873180904, -0.0902748579430097, -0.7555147206670136, -0.49730163206765987]"
user_0032,casual_browser,NL,web,355.4463521920353,1.1322459635424176,0.39920273586833827,0.5979944138890025,0.46160524614714277,0.07109726389373892,0.3218499261815726,portrait|contemporary,"[-0.045996377776179466, -0.3435915152677231, -0.5776430823029588, 0.07316108871914583, -0.27196724241499326, -0.511411434212811, -0.2324935163270711, -0.38890108843864796]"
user_0033,casual_browser,DE,android,285.1855772931607,0.9024036146317259,0.3512874616235304,0.3907606075761131,0.3204013845480276,0.14388173023558617,0.13352399068711698,minimalist|landscape|modern,"[0.1659871574780162, -0.31947732794973965, -0.058625324399610365, -0.2696950754925013, -0.42590966598952945, 0.2852676067857701, 0.5881104728089198, -0.4307662453865923]"
user_0034,explorer,US,ios,348.4432459614842,1.0127080685057683,0.7830594718878627,0.3043360192379935,0.8506064361581229,0.26564789348745277,0.35893926747659866,contemporary|surrealism,"[0.15445217122288316, -0.028689921432666857, -0.1364581742079123, -0.5182904063195032, -0.3293819042966487, 0.431387947466625, 0.2860632080864025, -0.5582611184395128]"
user_0035,trend_seeker,NL,ios,313.7606775267236,0.7022245838296761,0.8247398671316414,0.3139586634716048,0.7923166683655262,0.3305034247371552,0.30384865043814807,landscape,"[-0.5717017566433948, -0.5155288926666726, 0.015231049421064515, 0.08226787246619585, -0.2864449721916288, 0.20227605466741183, -0.5262914059304352, -0.020930972140176734]"
user_0036,loyal_collector,US,ios,983.5078215085445,0.35940222199262695,0.35865897874728997,0.734432276460792,0.9251673092489711,0.5703536674640971,0.5070082129660162,abstract,"[0.24695087487474185, -0.33383358785124573, 0.156559579011886, 0.42599017858827604, -0.7303823535888534, -0.23548622474807462, 0.17052747610707875, -0.060000848397008893]"
user_0037,loyal_collector,US,android,826.6447052622358,0.6301820883245918,0.30919246269784484,0.5461875464822146,0.5987870533623894,0.4003366463179316,0.45187892127669527,contemporary|minimalist,"[-0.16707326599837202, -0.19779198905894252, -0.1754623713331735, 0.16000508192439558, -0.1707676270596712, 0.11754391657701801, 0.8418630275678547, 0.35336195336284176]"
user_0038,budget_buyer,NL,web,94.55301578325594,1.6215631064810394,0.2538496407494414,0.4784712086099199,0.6449172799159427,0.38165542862435164,0.2545493004046796,impressionism,"[0.006074853573555177, 0.5529319975719654, 0.10782902797065133, -0.07226497058749905, 0.2735592207612577, -0.7292891027653733, 0.07771172075333324, 0.254251100469798]"
user_0039,budget_buyer,FR,ios,162.51232894826057,1.6056309916386848,0.1689983601145253,0.4930125064706629,0.40318544263265393,0.16445653919391107,0.27018403944358815,surrealism,"[0.146267961351518, -0.27068577712186315, -0.5007844242108015, 0.48928869653109197, -0.5044611239866704, 0.042171553035548905, -0.2814673110076779, 0.28224654403024113]"
user_0040,loyal_collector,DE,android,499.7879439965373,0.6744066467233775,0.41543656563540576,0.7444415329089545,0.7919952939479731,0.4599608762161299,0.6756601583693461,portrait,"[0.2410914635554751, -0.2936981914356215, 0.27695867465468377, 0.4317538048047251, 0.13167387687391888, 0.5977361340644799, -0.24644224020438554, -0.3964070495172851]"
user_0041,budget_buyer,GB,ios,200.45325173081167,1.6889779939959095,0.1688784323568815,0.4210395179741419,0.5311319619850529,0.20445799298309558,0.3275353214776759,abstract|modern,"[0.056525854815869817, 0.047853101039065836, 0.3174756505521372, 0.2104102251862618, 0.09793468577327315, -0.34578111437427744, 0.20623671365933607, 0.8232631974226372]"
user_0042,budget_buyer,US,ios,101.62646625971048,1.2557381841904576,0.18642153007098716,0.6869021525289394,0.5110612972954593,0.07974856375055152,0.22034055487312446,modern|portrait|abstract,"[-0.5390713025034111, 0.4871810426520264, -0.05032750593266763, -0.13596699768513365, -0.3223679917806216, -0.527092694226323, 0.26219019948063216, 0.02335269604766569]"
user_0043,casual_browser,US,android,180.8421307036456,1.386003970487479,0.4059218434014488,0.45139292919129465,0.4463812369334995,0.15584678086142842,0.1884511670460846,surrealism|contemporary|landscape,"[-0.07668327448941434, -0.7582993244730002, -0.015266403840356262, -0.06493320685652716, 0.19575639840612166, 0.5198817538166982, 0.3167628506436553, -0.07560499917184509]"
user_0044,budget_buyer,FR,web,60.0,1.6137260277883692,0.3446085192497629,0.312660976759185,0.49859686088794775,0.1702847307203367,0.1273990644225743,contemporary,"[-0.2954113630695413, -0.28160893226508715, -0.016866531308413965, -0.2798404817488528, -0.3670850462352453, 0.05480700875634034, -0.13130234606193628, 0.7744919717107936]"
user_0045,loyal_collector,GB,ios,1010.1092762762815,0.26668082866620824,0.4212998430172388,0.7259674601841865,0.6937768788675603,0.6068767974562793,0.5155410649188832,abstract,"[-0.25273156841956124, -0.36085311584507057, 0.569355305082667, 0.3040246778053658, 0.4131591911265236, 0.23448881406124322, -0.3668563936965878, -0.1704293976712158]"
user_0046,casual_browser,US,android,307.7516887004313,0.9722646795335517,0.34772769794809605,0.554900922583689,0.34434844641858614,0.02732309629091524,0.07546966611808771,surrealism|landscape,"[-0.1591897583414254, 0.5112762599696589, -0.4767599464118759, 0.2716338807013856, 0.2615637000596464, -0.13651313484749367, 0.14382798698064916, -0.5517538393952307]"
user_0047,loyal_collector,GB,android,989.805625729216,0.44435479463627275,0.4603301882016521,0.761422764866204,0.7725452642192816,0.5209110230228916,0.47544435010231456,portrait,"[0.1703911940921132, -0.36001700275379944, 0.4933936734706729, -0.5853739481292201, 0.47699089045691667, 0.05933156399677692, -0.0271927260919869, -0.15321433860745942]"
user_0048,trend_seeker,NL,web,389.27703596519683,0.6832542911896532,0.8395845255097681,0.30216272223849683,0.9112379133571707,0.11379331166097276,0.43233245098605144,minimalist|landscape,"[0.13037695535707888, -0.72438358293084, -0.5710568565724566, 0.31482765662370815, 0.07237422864417173, -0.0779306347602946, 0.007808142483953564, 0.14722671882619265]"
user_0049,budget_buyer,DE,ios,150.97841438290627,1.5276488530703685,0.14742561868465343,0.5386766764477079,0.43669256014700164,0.15107857576064415,0.1274671122521422,landscape,"[0.14602858939499141, 0.07911100320325753, 0.3036431287446468, 0.5146173918584651, 0.3134316944787331, -0.5688144293159912, -0.3953783641010345, -0.19306360893590468]"
user_0050,loyal_collector,GB,ios,706.869499459227,0.5550464819113488,0.2924362173762226,0.7622009814645362,1.1340126807403192,0.542315208022028,0.571941866102854,abstract|modern|impressionism,"[-0.25754678658654534, -0.3770683390372297, -0.272231336424251, 0.2939257875219821, -0.2648460007668866, 0.7343339775975575, 0.1376168380771576, 0.05156221345283911]"
user_0051,explorer,NL,ios,422.66712821827207,0.9932714943325794,0.7929775280109543,0.17728628241751315,0.9128722046672743,0.2140453256719963,0.4696537678040542,impressionism|abstract,"[-0.24080968030627345, -0.011982152572114503, 0.6064280879114957, -0.2147110331826152, 0.6206908284000983, 0.24237660880435113, -0.19262227749138522, 0.21657424797469457]"
user_0052,casual_browser,US,android,245.61464303383457,0.7508558599726013,0.4429618219132586,0.4707687687163111,0.49073682557930604,0.03786011393437526,0.11351547676733902,contemporary,"[0.081795141107721, -0.6146542769847299, 0.17500372371884315, 0.28105045515535587, 0.25766955975938594, 0.4974795386011935, 0.3838514130249775, 0.2113589635235194]"
user_0053,loyal_collector,GB,web,795.9880600413654,0.3848255658851527,0.319082787653136,0.7722133771633712,0.6781877067504785,0.6504604900458817,0.4084314158224397,landscape|minimalist|portrait,"[0.6370770147485232, -0.023927846045488196, 0.41225585484308314, 0.01713045401778658, 0.018000191007788727, 0.5675900171626069, -0.31216763444073, 0.05814572636353429]"
user_0054,loyal_collector,US,web,918.5138975869704,0.6098220562598027,0.29827115498996276,0.890934744018558,1.0948347185428875,0.5209729151648274,0.44435979828793826,modern|impressionism,"[-0.07332521332584964, -0.17254289059561193, 0.5677691900458122, 0.07712470761739079, 0.4048780183595966, -0.5829082938196188, 0.10478592298722492, 0.3490757956515186]"
user_0055,trend_seeker,FR,ios,363.62277392578557,0.7947972668919828,0.843421473253652,0.5550500492814077,0.7002468938891814,0.3287457918781267,0.3328808924619593,minimalist,"[0.4900337125043707, 0.5325800673721044, -0.1762913009324115, -0.14167325244536985, -0.09500855429552228, -0.45330474184441893, -0.30973939169061426, -0.33856342595893296]"
user_0056,trend_seeker,GB,ios,378.25425177172696,0.7203504567497274,0.7576859473575235,0.34445228808397454,0.7543919309040223,0.34512132248860417,0.4636403398391884,modern|portrait,"[-0.017224287734305555, 0.23498611777137154, -0.39095505130758146, 0.1331629905431661, 0.05796210491323708, 0.1714817252082431, 0.10069450838615411, 0.8549863401081521]"
user_0057,budget_buyer,US,web,217.34541274108204,1.358081696427342,0.18122984400640157,0.5485865390724906,0.6001685184980537,0.25268354181382646,0.40081636310130797,contemporary|abstract|minimalist,"[-0.22083195684511964, -0.32205326957450175, 0.18239911663751557, -0.21366498007793316, 0.24489264914235168, 0.07851454888848615, -0.586468528411044, 0.5987574612052081]"
user_0058,trend_seeker,GB,ios,448.1524241918154,0.9782589910172126,1.0,0.3469131227079679,0.7765840836222666,0.3335328701655258,0.4045513191701049,modern,"[-0.06864348305225867, -0.3096850069492214, -0.5350819981344651, -0.28355111588751614, -0.012851011192654008, 0.6961663318224266, -0.20079796070408562, 0.08681449652067033]"
user_0059,trend_seeker,NL,web,581.5457539251382,1.007323848655629,0.8848709887589642,0.3832881919683146,0.8720070529649984,0.3465207173206686,0.2846451463210211,impressionism|landscape,"[0.6731205813850353, 0.21284048322982835, -0.13096114238959797, 0.21529233002583362, 0.4041199102560506, 0.29906387174995935, 0.18490021996549016, 0.38880047595998085]"
user_0060,trend_seeker,DE,web,522.616970378371,1.124488208495819,0.7892221765046998,0.4219150327663939,0.8874075525566133,0.37619626238107795,0.3423763574090438,abstract|modern|minimalist,"[0.17634665741153388, -0.188144851050407, 0.013749445160373677, 0.6115189442967514, 0.09140797846959718, 0.02221188746780059, -0.6504568658780466, 0.3569537549454283]"
user_0061,loyal_collector,GB,ios,742.472816638686,0.6292569943387264,0.1976813095216225,0.6941078152728412,0.8065817812596782,0.6752419223387472,0.47473997911416094,minimalist,"[0.16263774575169965, 0.3543343751621544, 0.10877184849111607, -0.2602199113413328, 0.11313234285703891, 0.6258049341625664, -0.5983414140357809, 0.07750616371579191]"
user_0062,explorer,DE,web,360.7230606705519,0.8153882053894908,0.8219695601329104,0.33724573282801446,1.047530176693799,0.21206593089764936,0.5677309596838133,minimalist,"[-0.15537217623455146, 0.5264404122583276, -0.4052256172939369, -0.6153342180104963, 0.12313771786987573, -0.14049950274637107, -0.2857912473103059, 0.1982330270023701]"
user_0063,casual_browser,DE,web,340.23528775457874,0.9876773232411147,0.5117295831588128,0.4842725346377704,0.5185129828730676,0.18558138241857633,0.2358166848013852,modern|contemporary|surrealism,"[-0.44583667982978487, -0.6355899070845678, -0.28827435576189425, -0.018992811427806885, 0.1013841665367381, -0.10050781627248315, 0.14667922956885893, -0.5214373656330327]"
user_0064,budget_buyer,FR,android,148.49407685083713,1.2353837346822927,0.23281044149107893,0.4518948342525119,0.6760965323483087,0.14779008165580873,0.20430532534281762,abstract|surrealism,"[0.22040115550036152, 0.45579022833700356, 0.06739063183543235, 0.2431300977404478, -0.030771978130365096, 0.4938420080322646, -0.23194704506206595, 0.6175747572447358]"
user_0065,loyal_collector,US,web,889.2649448680545,0.44945961913641475,0.2341635310807457,0.900339830176715,0.8816043435863508,0.5323228660936269,0.48215086711956245,modern,"[-0.49672061350431407, -0.11890184144210227, -0.63718701929282, -0.4163748202555806, 0.199897058757055, 0.20657037475001136, 0.11184386642151158, -0.2541977397961812]"
user_0066,trend_seeker,NL,web,385.74236364943533,0.8858874172034238,0.9599355436586001,0.4924633682912769,0.8589445554880261,0.19824505778355409,0.40585786508908717,surrealism,"[0.06774063992257419, -0.6637228277205328, -0.0803518976985203, -0.22169798857933576, -0.32560450210755304, -0.09137948523714222, 0.5843881119963898, 0.20832383409943658]"
user_0067,budget_buyer,US,web,124.15545682164121,1.7103945704747874,0.23979107834626479,0.45485819963855517,0.47741712489185184,0.1743722153444544,0.2739332757121533,abstract|surrealism|portrait,"[0.132426152161708, 0.3012741971152488, 0.21376488371533153, 0.3532233539795646, -0.18013156827274115, 0.4433644385690045, 0.06650146685890786, 0.698421904028159]"
user_0068,loyal_collector,US,ios,1038.0415438643438,0.2965811152202392,0.3242623462576655,0.5831415926122411,0.8098834683907918,0.6017756751762193,0.4413450830160501,impressionism|landscape,"[0.18057777554835774, -0.19814544520030475, -0.008411628888085195, 0.7399008384737777, 0.596661684142151, 0.1506981822999043, 0.01312570341485356, 0.04145661583979948]"
user_0069,trend_seeker,US,web,445.66779718117044,0.7741059050088771,0.9083659937486672,0.46523228784134196,0.6135411764523626,0.3681232279780717,0.4604073083317961,abstract|impressionism,"[0.46453005209948794, -0.3617597050854733, -0.43218034310222636, 0.06624237090250304, 0.3090296820851223, 0.4969768720352031, -0.13543031968869523, 0.31835062113557727]"
user_0070,casual_browser,FR,web,283.97500966215205,0.9444078501870841,0.4771698710648345,0.16514573793699244,0.6223148550558155,0.01,0.17100472468774944,contemporary|impressionism|minimalist,"[-0.36178036741209146, 0.22890422879185762, 0.2857114432729819, 0.15075491321157355, -0.3182568274395925, -0.38841853618965033, -0.01477863237346306, 0.6782219183443621]"
user_0071,casual_browser,US,android,169.8129859882144,1.149440022917071,0.3506243416838688,0.2943418101340249,0.38578272585511314,0.2600607832507449,0.26801773936907947,impressionism,"[-0.5083184429677922, -0.5877718736891075, 0.5270032426053365, -0.21233146266240188, 0.15730914485511324, -0.021301452967062224, 0.21657155532175065, 0.03487633653187495]"
user_0072,loyal_collector,FR,web,841.7155171903418,0.42054752263725326,0.34283987405859356,0.7462777763490158,0.859144431545547,0.554155670864584,0.5386112061772463,modern,"[-0.1410589603151265, -0.14130396401237375, -0.13012828962794312, 0.8402183221828118, 0.1545248472113072, 0.1739878281485413, 0.4168358616316364, 0.0966101944679336]"
user_0073,casual_browser,GB,android,241.27564824030165,1.1662274225106275,0.29600940728744696,0.511277390506257,0.2919876655239516,0.0900984831443356,0.3531225083093429,impressionism|portrait,"[-0.018660190299148966, 0.018179011220918022, -0.46194728492088677, 0.21183812251860892, 0.08010176952518303, 0.23072160075914253, -0.6695610299559943, 0.4827938616169632]"
user_0074,loyal_collector,FR,android,945.2472855108676,0.6075981594011418,0.46055259329579834,0.868703030556038,0.8458095333043777,0.45855960698156134,0.6106745225840877,landscape|contemporary,"[-0.07195867651617574, 0.08205362279102314, 0.3283413788013834, 0.187057706892498, 0.05676425980485423, 0.13772697748902318, 0.906987765728511, -0.02174386498383098]"
user_0075,trend_seeker,GB,web,501.02260892032274,0.7633765047064027,0.9164087168288357,0.5189470488924641,0.6658588277294512,0.29779200558798863,0.4060938193848718,landscape,"[-0.514093544003712, 0.13572082185129908, -0.33826484343584096, -0.028763678126451378, 0.14743779115563943, 0.14411683493310123, 0.1892158656147717, 0.7236898672611172]"
user_0076,casual_browser,GB,android,349.65656645156076,0.8729557977522509,0.3008607650543693,0.23466098863962853,0.35415573784657467,0.03415281652740014,0.3313612128109096,modern|impressionism,"[-0.1289476014685929, 0.5961554152221535, -0.06502581068013992, 0.05441790506310085, -0.07499977776575457, 0.006751099500145959, -0.4750651252881975, -0.6240385840551679]"
user_0077,trend_seeker,DE,ios,264.8926409673497,0.9533855648014461,1.0,0.5384272818510518,0.9345863680078539,0.29758034733322286,0.4182732447024246,portrait|modern|minimalist,"[0.22003304188989223, -0.14994380202616875, 0.4907921515115648, 0.21392076724102196, -0.07077879565420302, -0.5446054024681024, 0.49918254341520574, -0.30277944393620043]"
user_0078,loyal_collector,DE,ios,677.5670008910436,0.2844616024176344,0.36798941511534783,0.8892002286344599,0.8877474909003469,0.42435995171014584,0.40082974907437297,impressionism|minimalist,"[0.3706356636735616, 0.13732460661613213, 0.050888378483109384, -0.03056841686114614, -0.3682114095339063, -0.13707243974083694, -0.8267842071627377, -0.048025826583662196]"
user_0079,loyal_collector,DE,android,971.9509351820708,0.21105093997024962,0.3940474737960399,0.7480362201073318,0.8328734931625722,0.5679131307251729,0.5891312343979075,portrait|impressionism|modern,"[0.4088991307995973, -0.4270307662147587, -0.09763511144402677, 0.23907601344233614, -0.4208836441463278, 0.04580067227908168, -0.5798241616040957, -0.26137992961762885]"
